,Ratings,Comments
303,Rated 5 stars out of five stars,Easy to use and convenient. Everything you need including your Macy's card is one click away
304,Rated 4 stars out of five stars,"Great app, makes things easier for me whenever I am. Thank you!!! 🥰👍"
305,Rated 5 stars out of five stars,Fantastic! Easy to navigate. I was born a Macy's girl in the Boogie Down! (the Bronx for those of you who don't know where it is. )
306,Rated 5 stars out of five stars,"my favorite store , always find good deal price , easy to use the app."
307,Rated 5 stars out of five stars,"LOVE IT... I always get my orders within a reasonable time. I love the special discount, and getting rewards."
308,Rated 5 stars out of five stars,Great shopping app! Love Macy's and this app makes it super easy to find what I need!
309,Rated 5 stars out of five stars,"great customer service!, easy returns if not satisfied"
310,Rated 3 stars out of five stars,I like the app but made me get a late payment because the app was not pulling up the payment page.
311,Rated 5 stars out of five stars,I love the app. keeps me aware of all the sales and deals and I find I've saved time and money grabbing things on the fly while I'm chilling at home or commuting to work.
312,Rated 5 stars out of five stars,very satisfied with my beautiful merchandise! many thanks to you Macy's!!
314,Rated 4 stars out of five stars,good but sometimes it's slow and the pictures of items dont load. otherwise it's good.
316,Rated 5 stars out of five stars,"I love it, easy to shop no waiting in lines and easy returns."
317,Rated 5 stars out of five stars,"great deals on name brand gear,,Constantly!!!"
318,Rated 4 stars out of five stars,I like the app because it lets you get a full search of your sizes.
319,Rated 5 stars out of five stars,Macy's is wonderful and always on point. Have loved going there and shopping for years. My favorite shopping place is online.
321,Rated 5 stars out of five stars,"User Friendly. Love the filters, makes shopping so much easier."
323,Rated 5 stars out of five stars,It's got some issues with deleting things out of the cart when they aren't available anymore but other then that it's great. Easy to use for sure.
324,Rated 5 stars out of five stars,"Excellent! Shoe Dept Manager, Brian, in Palm Beach Gardens, told me about app and helped me download it. Love it."
325,Rated 4 stars out of five stars,easy to shop and they automatically add in promotions and deals. the rewards program should be more non macy cardholder friendly
326,Rated 5 stars out of five stars,I lovr Macy's app because you dont have to lesvr the house to shop.
328,Rated 5 stars out of five stars,This appt is great to shop with and faster than my laptop. Love this Macy's appt. I was very skeptical and tried it. Worked!!
329,Rated 5 stars out of five stars,"i love shopping in this store, excellant customer service and superb variety of merchandise."
330,Rated 5 stars out of five stars,I am glad I downloaded the app. I had an amazing shopping experience. Thanks Macy's
331,Rated 5 stars out of five stars,very easy and nice. but prices are pretty high
332,Rated 5 stars out of five stars,i always enjoy going to Macy's. i find everything I need. thanks.
334,Rated 5 stars out of five stars,GREAT !!!!!! PRODUCTS AT MACY'S ALWAYS
335,Rated 5 stars out of five stars,"has everything you need, like being in the store"
337,Rated 5 stars out of five stars,i love the app. cant wait 2 see the new improvements with the updated version.
338,Rated 4 stars out of five stars,easy breezy! The easiest to navigate shopping app that I have.
340,Rated 5 stars out of five stars,I have used Macy's for years and I love it. I am 74 years old and even I can use it. Easy to use and it keeps me out of the stores.
341,Rated 5 stars out of five stars,I always enjoy looking through the Macy's online shopping app to see what's new and what's on sale.
342,Rated 5 stars out of five stars,quick and awesome way to do some shopping!!
343,Rated 5 stars out of five stars,I haven't had a bad experience since i been using this app it been going good for me.
344,Rated 5 stars out of five stars,easy to buy easy to use and best is that remembers my information
345,Rated 4 stars out of five stars,Pls stop removing our saved login credentials when you push an update.
346,Rated 4 stars out of five stars,It has a few glitches (though not as bad as the website) but it works for the most part
347,Rated 3 stars out of five stars,great app for shopping I think it takes a little too long for your rewards points to be added though
348,Rated 4 stars out of five stars,this app is ok but why they don't have visual shopping cart
351,Rated 5 stars out of five stars,easy to use. navigation is great and convenient right from the palm of my hands
352,Rated 5 stars out of five stars,The best app to do online shopping and to see what type of sales is going on in the store.
353,Rated 4 stars out of five stars,"i love Macy's, I can get a lot of good prices"
354,Rated 5 stars out of five stars,I always enjoy my shopping here... Its easy to use and loaded with good deals.
355,Rated 4 stars out of five stars,Easy to find items. great sale promotions.
356,Rated 5 stars out of five stars,i always have great experiences at Macy's my #1 store to shop
357,Rated 4 stars out of five stars,ordering and paying on my card with the app is a breeze
